date	prec	tmax	tmin
19990213	0	31.3	23.2
19990214	0	31.5	23.1
19990215	0	31.7	23.1
19990216	0	30.8	22.8
19990217	0	31.1	23.1
19990218	0	31.6	23.4
19990219	0	30.8	22.9
19990220	0	31	23.6
19990221	0	30.1	24
19990222	0	31	23
19990223	0	31.4	22.9
19990224	0	32.5	22.5
19990225	0	32.6	22.7
19990226	0	33	20.4
19990227	0	31.7	21.6
19990228	0	31.1	22.5
19990301	0	32.1	23.4
19990302	0	32.1	23.7
19990303	0	32.4	22.9
19990304	0	32.1	23.1
19990305	0	32.8	23.2
19990306	0	32.9	23
19990307	0	32.8	21.9
19990308	0	35.1	21.6
19990309	0	35.4	22.4
19990310	0	35.4	23
19990311	0	34	22
19990312	0	34	21.9
19990313	0	33.1	25.4
19990314	0	33.6	25.2
19990315	0	32.8	24.8
19990316	0	32.7	23.6
19990317	0	32.8	23.7
19990318	0	34.1	25.4
19990319	0	35.5	26.4
19990320	0	34.1	25.7
19990321	0	33.3	25.6
19990322	0	34.9	26.2
19990323	0	35	26.2
19990324	0	35.1	26.5
19990325	0	34.5	26.5
19990326	0	36	26.9
19990327	0	34.6	25.7
19990328	0	35.2	26.5
19990329	0	35.4	26.9
19990330	0	34.8	26.3
19990331	0	34.3	24.7
19990401	0	34	24.3
19990402	0	33.8	23.7
19990403	0	33.1	23.8
19990404	0	33.9	24.6
19990405	0	33.8	26.8
19990406	0	34.4	26.8
19990407	0	34.9	27.4
19990408	0	35.1	27.3
19990409	0	35.3	27
19990410	0	35	27.5
19990411	0	35.1	26.5
19990412	0	35.1	27.6
19990413	0	39.7	28.6
19990414	0	38.5	28.6
19990415	0	41	28
19990416	0	41.6	27.2
19990417	0	36.6	27.2
19990418	0	31	27.4
19990419	0	35	27.3
19990420	0	35.2	26.9
19990421	0	34.2	27
19990422	14	34.6	23.7
19990423	2.9	30.5	26.2
19990424	0	33.6	26.8
19990425	0	34.4	26.7
19990426	0	36	27.2
19990427	0	38.1	27.6
19990428	0	38.1	27.5
19990429	0	39.1	28.1
19990430	0	39.9	27.7
19990501	0	37.8	27.8
19990502	0	35.1	27.7
19990503	0	35.5	27.8
19990504	0	35.2	27.5
19990505	0	34.5	28
19990506	0	33.8	26.8
19990507	0	33.7	27
19990508	0	36.3	27.4
19990509	0	39.5	28.6
19990510	0	39.8	27.8
19990511	0	38.2	25.3
19990512	0	34.3	27.3
19990513	0	34.8	26.3
19990514	0	36.5	27.8
19990515	7.4	34.4	24.9
19990516	0	33.3	26.7
19990517	0	34	27.3
19990518	0	35.2	25.5
19990519	0	39	28.3
19990520	0	39.2	29.6
19990521	0	35.9	27.8
19990522	3.2	38.3	26.7
19990523	0	38.9	28.8
19990524	1.5	38.5	26.2
19990525	0	35.2	27.9
19990526	0	37	28.8
19990527	0	36.2	27.9
19990528	0	38.4	27.6
19990529	0	38	28.4
19990530	0	38.3	27.8
19990531	0	39.5	28.9
19990601	50.2	39	24.2
19990602	0.1	37.6	26
19990603	0.8	37	26.8
19990604	18.3	37.6	24
19990605	3.6	36.4	26.3
19990606	0	37.6	26.8
19990607	0	38.9	26.8
19990608	0	37.1	28.2
19990609	0	38.9	28.8
19990610	0	38.3	28.7
19990611	36.9	37.2	24.2
19990612	0	35.8	27
19990613	0	36.8	27
19990614	4	36.9	25.7
19990615	0	37.1	28.3
19990616	2.2	34.7	25.4
19990617	0	33.7	26.6
19990618	1.7	35.6	27.4
19990619	0	35	27.4
19990620	0	36.1	27.2
19990621	0	37.1	28.1
19990622	0	37.7	28.5
19990623	0	37.2	28.1
19990624	0	37.5	28
19990625	0	38.2	27.4
19990626	0	38	28.1
19990627	0	37.6	27.5
19990628	0	34.3	27.5
19990629	0	37.3	27.1
19990630	0	37	27.8
19990701	0	37.7	25.7
19990702	55	38	22
19990703	0	36.4	26.7
19990704	0	36.9	27
19990705	0	37.1	27.6
19990706	0	35.4	27.3
19990707	0	35.3	27.6
19990708	14.8	35.4	23.9
19990709	0	33.4	26.5
19990710	0	34.7	27
19990711	10.7	35.2	25
19990712	2.9	37.3	26.2
19990713	0	36.3	25.4
19990714	2.6	33.8	25.4
19990715	0.4	30.6	26.1
19990716	0	32.8	27
19990717	0	34.6	28.3
19990718	0	34.5	27.5
19990719	0	36.5	27.7
19990720	0.1	37.3	28.6
19990721	0	35.2	23.4
19990722	0	33.8	27.6
19990723	0	34.8	27.5
19990724	13.1	37.8	24.8
19990725	0	35	27.8
19990726	0	35.2	28
19990727	0	35.6	28.2
19990728	0	35.6	27.9
19990729	0.5	37.3	27.8
19990730	0	37.3	27.2
19990731	0	38.2	25.8
19990801	0	36.9	26.8
19990802	0.8	37.1	25.6
19990803	0.2	35.3	26.6
19990804	0	35.4	27
19990805	0	36.7	27.5
19990806	0	36.6	27.6
19990807	0.8	37.3	28
19990808	0	35.8	28.7
19990809	0.7	36.5	27.5
19990810	0	36	27.5
19990811	0	36.3	26.9
19990812	37.6	35	21.8
19990813	0	33.8	25.8
19990814	0	35.3	26.7
19990815	0	36.3	27.4
19990816	0	35.3	26.9
19990817	1.4	36.9	25.3
19990818	0	34.1	26.4
19990819	0	33.8	26.4
19990820	0	34	26
19990821	48.6	35.3	22.8
19990822	0	34.6	26.4
19990823	0	34.1	26.5
19990824	0.4	35	25.2
19990825	61.7	30.1	22.2
19990826	1.9	29.3	23.8
19990827	3.6	34	24.4
19990828	0	32.5	26.2
19990829	6.2	30.8	23.9
19990830	0.2	30	24.8
19990831	0	34.6	25.9
19990901	0	35.6	25.7
19990902	0	36.1	25.7
19990903	0	34.9	26.5
19990904	0	35.8	26.2
19990905	0.5	36.8	26.3
19990906	0	34	26.7
19990907	25.8	36.6	22.9
19990908	2.2	29.8	24.5
19990909	0	31.4	26.2
19990910	0	33.9	26.6
19990911	2.6	34.3	26.5
19990912	0	35.3	26.9
19990913	1.6	35.1	25.9
19990914	0	35	25.9
19990915	0	36	26.7
19990916	7.6	36.7	24.4
19990917	0	36	26.5
19990918	22.5	35.9	23.2
19990919	0	35.3	26.3
19990920	0	34.8	25.7
19990921	0	35.5	26.2
19990922	0	36.2	26.7
19990923	0	34.3	26.7
19990924	0	33.8	26.4
19990925	0	33.5	26.3
19990926	0	33.7	26
19990927	0	34.1	26.1
19990928	95.4	34.4	22.6
19990929	10.9	27.2	23.4
19990930	6	31.5	24.2
19991001	0	32.4	24.7
19991002	0	31.5	24.8
19991003	0	32.2	25
19991004	21.7	32.5	24
19991005	33.8	29.7	24.2
19991006	118.2	26	24
19991007	12.4	29.1	24.7
19991008	12	29.1	24.5
19991009	3.1	31.8	25.1
19991010	3.8	32.5	25.4
19991011	0	32.9	23.8
19991012	0	32.8	25.6
19991013	0	32.9	25.6
19991014	3	33	23.5
19991015	39.4	31.8	23.9
19991016	6.7	29	24
19991017	4.9	30.7	24.7
19991018	0	34.4	25
19991019	0.1	34.5	24.7
19991020	0	34.3	25.6
19991021	0	33.3	26.2
19991022	2.3	32	24.1
19991023	13.4	32.1	23.6
19991024	1.9	27.1	23.3
19991025	26	31	24
19991026	4.8	31.6	25
19991027	1.4	31.3	25.3
19991028	0	33.9	25.1
19991029	0	33.7	25.2
19991030	0	34.8	23.6
19991031	0	35.4	23.2
19991101	0	35.4	24.4
19991102	0	35.4	25.8
19991103	0	34.6	26.2
19991104	0	34.2	26.1
19991105	0	32	25.6
19991106	1	32.4	26.5
19991107	0	32.1	23.9
19991108	0	31.7	23.4
19991109	0	31.2	22.2
19991110	0	31.8	22.9
19991111	0	31.6	21.7
19991112	0	30.8	22.1
19991113	0	31.2	22.7
19991114	0	30.8	21.7
19991115	0	31.1	20.7
19991116	0	30.5	21.1
19991117	0	30.4	22.3
19991118	0	29.4	22.9
19991119	44.1	29.3	23
19991120	14.9	27.9	22.6
19991121	29.2	29.1	22.4
19991122	13.5	27	22.8
19991123	11.3	28.2	22.7
19991124	3.2	29.8	23.1
19991125	0	30.1	22.9
19991126	0	29.8	21.6
19991127	0	29.7	22.9
19991128	6.9	28.8	23.7
19991129	37.1	29.7	21.7
19991130	7	29.1	24
19991201	0	29.8	24.2
19991202	0	30.1	23.4
19991203	0	29.1	21.4
19991204	0	29.2	20.4
19991205	0	29.8	20.7
19991206	0	29.5	21.7
19991207	0	29.6	21.2
19991208	0	29.5	21
19991209	0	29.3	20.2
19991210	0	30	20.5
19991211	0	30.1	21.4
19991212	0	29.2	22.3
19991213	0.8	27.1	24.2
19991214	2.4	27.3	24.1
19991215	0	27.8	22.9
19991216	0	29.4	21.3
19991217	0	29.5	21.3
19991218	0	29	20.3
19991219	0	28.7	19.8
19991220	0	28.7	21.3
19991221	1.5	28.4	22.2
19991222	35.4	25.9	22.5
19991223	6.5	28.6	22.8
19991224	0.9	28.6	23.3
19991225	1.1	29	24.4
19991226	0	29.4	21.4
19991227	1	30.1	21.7
19991228	0.1	29.3	21
19991229	0.6	28.8	21.3
19991230	0	29.3	20.9
19991231	0.1	29.1	20.6
20000101	0	29.3	21.3
20000102	0	29.2	21
20000103	0	29.4	22
20000104	0	28.4	20.5
20000105	0	29.2	22.7
20000106	0	29.5	23.5
20000107	0	28.3	23.1
20000108	0	29.4	22.1
20000109	0	29.1	21.5
20000110	0	29.5	23.6
20000111	0	30	22
20000112	0	30.1	22.4
20000113	0	30	21.8
20000114	0	30.3	21.8
20000115	0	30.3	21.4
20000116	0	30.8	22.2
20000117	0	31	21.3
20000118	0	30.1	21.5
20000119	0	30	21.4
20000120	0	30.9	21.2
20000121	0	31	21.1
20000122	0	31.3	19.2
20000123	0	30.2	18.8
20000124	0	30.2	20.4
20000125	0	30.7	21
20000126	0	30	21.1
20000127	0	30.3	22.8
20000128	0	30.4	21.6
20000129	0	30.7	21.3
20000130	0	31	21.1
20000131	0	31	20.5
20000201	0	30.6	19.7
20000202	0	30.3	19.3
20000203	0	30.8	23.6
20000204	0	30.6	24.6
20000205	0	31.3	23.7
20000206	0	32.1	24.3
20000207	0	31.9	25.3
20000208	0	32.3	25.7
20000209	0	31.1	24.1
20000210	0	31.6	24.1
20000211	0	32.1	23.4
20000212	0	31.7	23.4
20000213	0	32.1	23
20000214	0	32.4	21.9
20000215	0	31.3	22.6
20000216	0	31.1	23
20000217	0	31.8	22.5
20000218	0	31.9	22.9
20000219	0	33.7	23.6
20000220	0	32	24.1
20000221	0	32.5	25.1
20000222	0	31.8	25.2
20000223	0	31.9	25
20000224	133.4	30	22.9
20000225	33.5	25.8	22.4
20000226	0.4	29.9	24.5
20000227	38.3	29.6	22
20000228	7.2	30.9	23.4
20000229	0	30.6	22.8
20000301	0	30.8	21.1
20000302	0	30.8	19.7
20000303	0	31.3	20
20000304	0	32.2	21.4
20000305	0	33.4	21.5
20000306	0	31.3	21.5
20000307	0	32	23.4
20000308	0	33.2	25.7
20000309	0	33	25.4
20000310	0	34.1	25.1
20000311	0	33.6	25
20000312	0	33.6	24.4
20000313	0	33	24.6
20000314	0	33.8	25.1
20000315	0	33.5	25
20000316	0	33.1	25
20000317	0	33.8	24.4
20000318	0	33.3	24.2
20000319	0	32.8	24.4
20000320	0	34.2	24
20000321	0	33.6	23.7
20000322	0	32.4	24.3
20000323	0	32.4	24.4
20000324	0	32.9	24.8
20000325	0	32.2	25.8
20000326	0.6	32.7	25.4
20000327	0	32	25.3
20000328	0	32	25.2
20000329	0	32.7	25.3
20000330	0	33.1	24.2
20000331	0	33.8	22.1
20000401	19.2	34.1	24.7
20000402	0.5	30.8	26.6
20000403	0	32.8	26.5
20000404	0	33.4	26.8
20000405	0	34.7	26.1
20000406	0	33.6	26.2
20000407	0	34	26.8
20000408	0	34.1	26.6
20000409	0	34.8	26.4
20000410	0	34.1	26.5
20000411	0	34.6	26.5
20000412	0	34.3	26.9
20000413	0	36.7	27.5
20000414	0	34.4	27.6
20000415	0	36	28
20000416	0	34.7	28.1
20000417	0	34.5	28
20000418	0	33.7	27.6
20000419	0	33.3	25.8
20000420	0	34	26
20000421	0	34.7	26.1
20000422	0	35.4	27.3
20000423	0	35.6	27.9
20000424	0	35.7	28.1
20000425	0.1	35.1	26.4
20000426	0	40.4	27
20000427	0	38.3	27.7
20000428	0	39.6	28
20000429	0	38	28.6
20000430	0	39.6	28.7
20000501	0	35.1	28.4
20000502	0	36.1	28.3
20000503	0	35.2	28.4
20000504	3.4	34.6	22.5
20000505	0	34.7	26.5
20000506	0	34.7	27.9
20000507	0	35.1	26.8
20000508	0	35.6	27.7
20000509	10.6	34.8	27.4
20000510	0	34.4	27.8
20000511	0	35.8	28.4
20000512	0	38.9	28
20000513	0	40.1	28.4
20000514	0	40.7	29.1
20000515	0	42.2	29.5
20000516	0	42.2	29.9
20000517	6.3	39.6	25.1
20000518	0	38.6	28.4
20000519	0	39.4	28.1
20000520	0.9	39.5	28.2
20000521	0	38.8	28.3
20000522	0	38.8	29.1
20000523	0	40.2	28.9
20000524	0	37.5	29.2
20000525	0	37.2	26
20000526	0	37.1	28.7
20000527	0	38	28.2
20000528	0	37.5	28.2
20000529	0	38.4	27.4
20000530	0	37.5	29.2
20000631	0	38.9	27.8
20000601	0	35.1	26.8
20000602	0	36.7	27.9
20000603	0	35.3	26.9
20000604	0	34.9	27.5
20000605	0	32.2	27.5
20000606	0	33.3	27.6
20000607	0	34.1	27.9
20000608	0	35.3	27.7
20000609	0	37.5	27.5
20000610	0	38.4	28.2
20000611	0	38.8	28.1
20000612	0.1	38.5	28.9
20000613	10.6	37.6	24.8
20000614	2	37.3	26.3
20000615	0	38.2	28.4
20000616	0	38.6	27.9
20000617	0	37.3	27.8
20000618	0	38.7	28.4
20000619	0	36.7	28
20000620	8.3	38.8	25.6
20000621	0	37.1	26.8
20000622	3	32.9	25.1
20000623	59.1	35.9	22
20000624	0	32.7	26.4
20000625	0	36	26.9
20000626	0	36.6	27.5
20000627	0	37.5	27.9
20000628	2.4	36.5	25
20000629	0.6	32	24.6
20000630	0.9	31.5	25.7
20000701	0	34.4	26.9
20000702	0.7	35.5	25.5
20000703	12.5	34.8	23.7
20000704	20.8	27.4	22.5
20000705	12.6	27.8	24.8
20000706	0	32.8	25.7
20000707	2.1	32.6	25.3
20000708	0	34.1	26.3
20000709	0.4	35.5	26.6
20000710	0	36.1	27.1
20000711	0.2	36.4	27.4
20000712	2.2	32.1	25.2
20000713	0	34.2	27
20000714	0	33.9	27
20000715	0	36.2	27.7
20000716	0	37.6	26.8
20000717	1.3	37.9	26.5
20000718	3.4	36.1	27
20000719	0	36.8	27.6
20000720	1.3	37.4	27.1
20000721	9.6	36.8	24.1
20000722	0.1	35	26.7
20000723	0	33.4	25.8
20000724	0	35.5	25.8
20000725	6.2	36.4	22.5
20000726	0	30.5	25.6
20000727	0	36.6	26.9
20000728	0.5	37.4	26.6
20000729	62.6	36.9	23.3
20000730	1.4	34.1	25.2
20000731	0	34.9	26.1
20000801	0	34.8	26.7
20000802	0	34.9	25.7
20000803	0	35.2	25.6
20000804	0	34.2	26.7
20000805	0	34.1	26.9
20000806	0	34	26.5
20000807	7	34.1	23.6
20000808	6.4	32.8	26
20000809	0	34.4	26.3
20000810	6.2	31.7	23.9
20000811	0.9	32.5	24.8
20000812	0	34.4	26.1
20000813	0	34.9	26.8
20000814	4	34.5	23.7
20000815	2.2	35	24.1
20000816	0	32.8	25.4
20000817	2.1	35.4	24.1
20000818	8.8	35.5	24.3
20000819	1.2	34.6	24.7
20000820	0	33.4	27.2
20000821	3.7	34.2	24.9
20000822	1.3	30.6	24
20000823	7.4	28.6	23.1
20000824	0	32.3	25.3
20000825	0	35.2	26.5
20000826	0	35.1	26.5
20000827	0.7	34.2	26.5
20000828	1.5	35.8	26.3
20000829	0.7	35.5	26.9
20000830	0	36.6	27
20000931	0.4	33.8	26.2
20000901	0	35.5	27
20000902	0.9	37.9	26.9
20000903	0	36.9	25.8
20000904	12.9	36.3	22.7
20000905	0	35.6	26
20000906	0	36.1	25.9
20000907	0	35.6	26.6
20000908	0	36	26.5
20000909	35.3	35.1	22.9
20000910	0	34.1	26
20000911	0	35.7	25.7
20000912	4.9	35.5	26.3
20000913	0	34.8	25.2
20000914	0	36.1	26
20000915	0	36.1	26.4
20000916	25.4	35.5	23.7
20000917	0	35.7	25.5
20000918	3.2	34.1	25.6
20000919	0	33.6	25.5
20000920	0	33.6	25.1
20000921	0.4	33.5	26.1
20000922	0	32.3	25.2
20000923	0	33.3	25.9
20000924	0.2	33.1	26.1
20000925	1.4	33.4	25.8
20000926	19.1	33.1	24.3
20000927	9	32.3	24.3
20000928	22.6	31.5	24.6
20000929	0	32.6	26.7
20000930	27.2	34.2	24.2
20001001	16.6	32.4	23.8
20001002	0	33.1	24.6
20001003	0	32.9	25.5
20001004	21.7	35.5	22.5
20001005	38.3	33.8	22.5
20001006	0	32	24.8
20001007	77	32.2	22.8
20001008	1.6	30.9	24.1
20001009	0.1	32.2	24.8
20001010	0	32.1	24.8
20001011	0	33.8	24.8
20001012	0	34.5	25.4
20001013	0	35.7	24.9
20001014	0	30.4	25.5
20001015	0	33.9	25.9
20001016	0	35.6	26.2
20001017	3.6	29.8	20.7
20001018	0	31.5	25
20001019	0	32.4	25.9
20001020	0	33	25.6
20001021	3.9	31.3	23.3
20001022	0	33.1	24.9
20001023	0	33.5	24.8
20001024	0	33.5	24
20001025	0	33.2	21.1
20001026	0	34.9	21.3
20001027	0	34.9	23.1
20001028	0	34.3	23.4
20001029	0	36.1	22.7
20001030	0	35.5	22.1
20001031	0	34.2	23.7
20001101	1	32.7	22.8
20001102	0	32.3	25.1
20001103	20.1	30	23.3
20001104	0	31.5	25.5
20001105	0	31.8	24.7
20001106	0	32.3	24.2
20001107	0	32.3	24.1
20001108	0	32.1	23.8
20001109	0	32.1	24.8
20001110	0	31.8	24.5
20001111	19.3	32.1	23
20001112	3.7	30.2	23
20001113	2.6	31.1	22.8
20001114	1.6	28.3	21.2
20001115	1.3	31	24.1
20001116	0	30.8	24.1
20001117	0	30.8	23.6
20001118	0	31	25.6
20001119	54	30.4	23.2
20001120	0	29.1	23.3
20001121	0	29.7	24
20001122	0	31	25.8
20001123	8.5	31.1	24.8
20001124	0	31.5	23.9
20001125	0	31.3	23.1
20001126	0	30.8	21.6
20001127	0	30.7	21.9
20001128	0	30.4	24.1
20001129	34.4	26.8	21.4
20001130	43.7	27.4	21.4
20001201	0	31.1	24.2
20001202	0	30.8	23.9
20001203	7.4	30.4	23.3
20001204	14.6	31.1	23.6
20001205	1.8	27.5	22.3
20001206	0	29.2	20.6
20001207	0	29.6	20.8
20001208	0	29.5	21
20001209	0	29.1	20.8
20001210	0	29.4	20.2
20001211	0	29.9	20.2
20001212	0	29.6	20.8
20001213	0	29.8	19.3
20001214	0	29.8	18.7
20001215	0	30.2	19.5
20001216	0	29.4	20
20001217	0	29.5	22.3
20001218	0	29	19.8
20001219	0	28.1	19.6
20001220	0	29.2	20.6
20001221	0	29.8	21.1
20001222	0	29.5	22.2
20001223	0	29.9	21.4
20001224	0	29.2	21.3
20001225	0	29	20.4
20001226	0	29.4	22
20001227	0	29.6	24.7
20001228	3.2	29	22.8
20001229	14.4	27.5	22.6
20001230	0	29.4	24.2
20001231	0.3	30	24.6
20010101	0	30.5	23.1
20010102	0	29.2	22.1
20010103	0	29.5	21.7
20010104	0	29.8	21.5
20010105	0	30	22.8
20010106	0	30.6	22.3
20010107	1.4	30.1	22.5
20010108	0	29.8	21.7
20010109	0	28.1	22.4
20010110	0	28.1	22.6
20010111	0	29.5	21.6
20010112	0	30.1	21.9
20010113	0	30.6	22.1
20010114	0	30.6	20.5
20010115	0	30.1	20.7
20010116	0	30	22
20010117	0	30.3	21.4
20010118	0	29.4	21.7
20010119	0	29.6	21.8
20010120	0	29.4	20.4
20010121	0	29.3	19.2
20010122	0	29.5	21.3
20010123	0	30.7	22.8
20010124	0	31.3	23.4
20010125	0	30.9	22.6
20010126	0	31.7	21.7
20010127	0	30.2	20.5
20010128	0	29.6	21.2
20010129	0	30.1	20.3
20010130	0	28.7	20.5
20010131	0	30	20.2
20010201	0	30.8	22.6
20010202	0	31.2	22.6
20010203	0	31.5	22.5
20010204	0	31.2	22.5
20010205	0	31.3	21.8
20010206	0	31.2	20.5
20010207	0	33	20.4
20010208	0	32.8	20.7
20010209	0	31.4	21
20010210	0	33.9	20.8
20010211	0	33.9	21.1
20010212	0	33.5	21.1
20010213	0	31.4	21.8
20010214	0	31.9	21.1
20010215	0	31.1	21.6
20010216	0	31.4	20.9
20010217	0	31.4	22.3
20010218	0	32.4	24.7
20010219	0	33.5	24.3
20010220	0	32.5	24.4
20010221	0	32.8	23.6
20010222	0	33.8	23.6
20010223	0	35.7	24.5
20010224	0	33.5	23.4
20010225	0	33.4	23.4
20010226	0	34.9	23.6
20010227	0	33.6	25.3
20010228	0	33.3	24.2
20010301	0	32	23.4
20010302	0	31.9	22.7
20010303	0	31.9	23.1
20010304	0	31.8	22.7
20010305	0	32.4	23.2
20010306	0	32.7	23.7
20010307	0	32.8	24
20010308	0	32.9	26.2
20010309	0	32.9	24.1
20010310	0	32.4	25
20010311	0	33	24.3
20010312	0	33.7	25.4
20010313	0	34.9	23.9
20010314	0	34.8	23.5
20010315	0	33	23.6
20010316	0	32.8	23.1
20010317	0	33.3	23
20010318	0	32.8	23.8
20010319	0	32.8	23.2
20010320	0	33.3	24.1
20010321	0	35.3	25.1
20010322	0	34.6	26.4
20010323	0	34.1	26.4
20010324	0	34	26.5
20010325	0	34.8	26.9
20010326	0	35.1	27.2
20010327	0	36	27.5
20010328	0	34.8	27.3
20010329	0	35.4	27.1
20010330	0	35.1	26.9
20010331	0	35.1	27.4
20010401	0	34.1	27.1
20010402	0	34	26.2
20010403	0	34.5	26.5
20010404	0	33.9	25.9
20010405	0	33.8	25.6
20010406	0	33.8	25.4
20010407	0	33.5	24.5
20010408	0	34.6	27
20010409	0	35.4	27
20010410	0	35	27.6
20010411	3.1	34	25.4
20010412	31.6	31.2	22.6
20010413	18.4	27.9	23
20010414	19.5	32.2	24
20010415	11	33.3	22.4
20010416	0	33.1	26.2
20010417	0	33.4	26.2
20010418	0	33.7	27
20010419	0	34.1	26.7
20010420	0	34.1	26.5
20010421	0	34.6	26.8
20010422	0	35	27.3
20010423	0	34.3	26.9
20010424	0	33.9	26.5
20010425	0	34	26
20010426	0	34.5	25.3
20010427	0	34.8	26.5
20010428	0	35.5	27.3
20010429	0	35.5	27.5
20010430	0	35	27.8
20010501	0	35.6	27.5
20010502	0	35.3	27.8
20010503	0	35.7	28
20010504	0	36.3	28.3
20010505	0	35.5	28.5
20010506	0	36.3	28.5
20010507	0	36.8	26.3
20010508	0	38.8	28.3
20010509	0	39.3	28.8
20010510	0	41.3	29
20010511	0	37.3	29.3
20010512	0	42.1	29.2
20010513	0	43.1	28.5
20010514	0	41.3	29.8
20010515	0	42.5	29
20010516	0	40.2	29.1
20010517	0	35.8	29.5
20010518	0	41.1	28.6
20010519	0	40.5	29.2
20010520	0	40.1	28.8
20010521	6.9	38.3	27.5
20010522	11.5	37.1	24.2
20010523	0	37.3	28.2
20010524	0.5	39.9	27.7
20010525	0	40.1	28.8
20010526	0	41.1	29.3
20010527	0	41	28.8
20010528	0	39.3	28.7
20010529	0	38.5	27.7
20010530	0	38.6	29
20010531	0	40.3	29.1
20010601	0	40.3	29.4
20010602	0	40.7	29.6
20010603	2.9	38.3	25.5
20010604	9.1	32.3	27
20010605	5.9	34.1	24.6
20010606	0.4	30.2	25.7
20010607	0	34.2	27.1
20010608	0	35.3	27
20010609	0	37.2	27.6
20010610	0	39	29.1
20010611	0	34.6	27.9
20010612	0	35.7	27.9
20010613	0	36.1	28.2
20010614	0	35	27.9
20010615	0	36.4	28.6
20010616	0	36.6	28
20010617	0	39.4	28.5
20010618	0	39.5	28.3
20010619	0.2	39	28.1
20010620	0	39.5	28.7
20010621	17.9	40.5	25.3
20010622	0.3	37.1	26.7
20010623	0	37.7	27.9
20010624	0	39.6	28.9
20010625	0	39.1	29.2
20010626	0	39.5	28.7
20010627	0	39.1	29.2
20010628	0	40.1	28.6
20010629	0	40.5	28.6
20010630	1.2	38.3	27.9
20010701	0.4	39.4	27.7
20010702	1.7	40	27
20010703	0	40	28.1
20010704	3	39.6	26.8
20010705	0	39.9	29.3
20010706	0	38.1	29.1
20010707	0	37.1	28.9
20010708	0	39.6	29.7
20010709	0	38.5	29.6
20010710	0	38.3	29.1
20010711	0.3	39.7	26.7
20010712	0	37.5	29.4
20010713	14.6	39.5	24.6
20010714	28.4	36.1	23.1
20010715	0	35	25.8
20010716	6.3	35.1	23.5
20010717	45	32.3	22.3
20010718	0	32.8	25.5
20010719	0	35.8	27.5
20010720	0	36.4	27.8
20010721	0	36.6	27.5
20010722	0.5	37.1	27.2
20010723	0	37.4	27.3
20010724	0.5	36.5	27
20010725	74.5	35.2	22.9
20010726	0	34.5	26.1
20010727	0	36.3	26
20010728	0	35.1	26.9
20010729	94.6	34.1	22.8
20010730	0	35.2	26.4
20010731	0	34.9	27.3
20010801	0.8	32.6	24.2
20010802	0	30.2	25.9
20010803	0	35.7	26
20010804	0	30.7	25.9
20010805	0.3	34.6	26.2
20010806	0	35.3	26.8
20010807	0	34.6	26.5
20010808	0	34.1	26.6
20010809	0.5	36	26.8
20010810	0	36.3	27.3
20010811	3.7	34.1	24.6
20010812	0	32.6	26.5
20010813	0	36.1	27.3
20010814	6.2	34.2	25.4
20010815	0	32.6	26.8
20010816	0	36.3	27.4
20010817	0.7	35.9	27
20010818	0	35.1	27.8
20010819	3.4	36.8	25.5
20010820	0	35.3	26
20010821	0	37.2	26.9
20010822	1.2	37.6	26.9
20010823	0	35.9	27.9
20010824	0	37.7	26.5
20010825	0	38	27
20010826	17.2	35.1	24.1
20010827	13.9	34.3	23.9
20010828	0	33.8	26.1
20010829	0	35.8	26.9
20010830	0	36.6	27.1
20010831	0	37.2	26.8
20010901	0	37.3	27.3
20010902	0	36.4	27.6
20010903	0	37.8	27.9
20010904	0	36.3	28
20010905	2.4	37.1	25.6
20010906	0	37.3	27.4
20010907	0	37.8	28
20010908	0	35.1	27.2
20010909	0	35.4	26.1
20010910	0.2	35.3	26.2
20010911	54.1	36.7	23.2
20010912	0.2	33	25.6
20010913	0	35.2	27.2
20010914	0	34	26.2
20010915	0	35	26.8
20010916	0	34.8	26.9
20010917	0	34.1	27
20010918	31	35.4	23.4
20010919	0.2	34.1	25.9
20010920	2	35.4	24
20010921	0	33.9	26.3
20010922	0	31.3	25.4
20010923	0	34.3	25.8
20010924	0	34	24.9
20010925	0	35.3	25.4
20010926	0	33.1	25.1
20010927	8.6	30.6	23.2
20010928	7.1	28.4	24.8
20010929	1.4	29.7	24.7
20010930	22.2	32.2	23.6
20011001	0	34.2	26.3
20011002	36.1	35.8	23.4
20011003	0	33	26.6
20011004	0	35.1	26.6
20011005	11.3	31.6	24
20011006	143.2	32.2	22.7
20011007	0.7	29.1	23.6
20011008	0.7	33.1	25.4
20011009	6	32.1	25.2
20011010	0	33.7	25.5
20011011	0	33.2	25.9
20011012	0	35	26
20011013	1.8	35.2	25.2
20011014	3.6	30.9	24.9
20011015	30	31.9	23.3
20011016	99.8	25.9	21.8
20011017	0	31	22.9
20011018	0.4	31	24.7
20011019	0	33	26.2
20011020	0	33.5	25.7
20011021	0	32.7	25.9
20011022	0	32.7	24.8
20011023	3.2	32.3	25.4
20011024	33.9	26.7	23.6
20011025	23.8	31.3	24.2
20011026	4.4	31.7	24
20011027	13.1	29.4	22.2
20011028	0	32	24.1
20011029	0	32.1	24.2
20011030	0	33.7	22.6
20011031	0	33.8	22.7
20011101	0	33	23.3
20011102	26.5	32.5	22.1
20011103	8.5	27	23.1
20011104	15.4	27.2	23.3
20011105	28.9	30.6	23.3
20011106	37.8	30	23.3
20011107	26.2	28	22.5
